
799882,50,0,96,799882,65,355196,370256,18492,0,1910.57,2833.07,529.189
799890,50,0,90,799890,65,355204,370339,14839,0,1908.77,2832.42,529.189
204262,40,0,39,204262,65,352519,350655,9786,0,1891.15,2837.94,555.016
204116,40,0,39,204116,65,352357,350408,9786,0,1893.42,2839.12,555.016
204187,40,0,15,204187,65,352427,350415,9718,0,1786.88,2795.43,554.979
204203,10,0,11,204203,65,352443,350386,1437,0,1788.43,2793.77,554.979
201063,60,0,71,201063,1,350073,0,9323,0,1859.738,2736.0686,532.18677
201065,60,0,69,201065,1,350077,0,7515,0,1867.3735,2737.571,531.9972
700574,50,0,7,700574,10,371520,0,100000149,0,1792.05,2728.25,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1795.76,2721.67,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1799.58,2715.73,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1803.42,2709.75,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1807.51,2703.38,529.189
700574,50,0,74,700574,10,371520,0,100000149,0,1930.36,2788.28,529.189
700574,50,0,64,700574,10,371520,0,100000149,0,1932.85,2780.79,529.189
700574,50,0,65,700574,10,371520,0,100000149,0,1935.12,2773.19,529.189
700574,50,0,65,700574,10,371520,0,100000149,0,1937.2,2765.9,529.189
209214,56,0,36,209214,65,393007,370325,445626,0,1842.93,2811.07,529.54
209209,57,0,98,209209,65,393010,370325,9190881,0,1836.72,2817.77,529.57
209228,57,0,83,209228,65,393009,370325,4596296,0,1892.64,2821.15,529.543
209204,56,0,36,209204,65,393007,370325,445626,0,1842.87,2814.85,529.565
209204,56,0,36,209204,65,393007,370325,445626,0,1839.43,2809.15,529.535
209204,56,0,36,209204,65,393007,370325,445626,0,1834.66,2810.77,529.568
799332,53,0,38,799332,65,354832,370250,402063,0,1833.74,2822.37,536.105
799410,55,0,90,799410,65,354895,370320,19004,0,1777.36,2769.88,529.189
799424,55,0,0,799424,65,354909,370345,19004,0,1803.25,2778.86,529.629
203299,3,0,104,203299,65,350176,0,302,0,1856.54,2762.82,532.187
203300,3,0,81,203300,65,350177,0,302,0,1875.14,2765.06,532.187
203297,3,0,109,203297,65,350174,0,302,0,1851.52,2756.67,532.187
203298,3,0,107,203298,65,350175,0,302,0,1853.48,2759.64,532.187
203303,3,0,94,203303,65,350180,0,302,0,1863.2,2766.21,532.187
799208,55,0,97,799208,65,354708,350410,23693,0,1860.02,2765.04,532.187
203301,3,0,86,203301,65,350178,0,302,0,1871.02,2766.19,532.187
203302,3,0,90,203302,65,350179,0,302,0,1866.73,2766.55,532.187
203296,3,0,114,203296,65,350173,0,302,0,1850.17,2753.21,532.187
799209,55,0,58,799209,65,354709,350414,20879,0,1788.92,2799.33,555.089
799852,50,0,41,799852,65,355166,370310,14839,0,1823.23,2835.45,536.105
799882,50,0,96,799882,65,355196,370256,18492,0,1910.57,2833.07,529.189
799890,50,0,90,799890,65,355204,370339,14839,0,1908.77,2832.42,529.189
204262,40,0,39,204262,65,352519,350655,9786,0,1891.15,2837.94,555.016
205457,55,0,67,205457,65,355081,370401,86188,0,1787.08,2803.31,555.089
204115,40,0,39,204115,65,352356,350407,9786,0,1895.17,2840.0,555.016
204116,40,0,39,204116,65,352357,350408,9786,0,1893.42,2839.12,555.016
204187,40,0,15,204187,65,352427,350415,9718,0,1786.88,2795.43,554.979
204203,10,0,11,204203,65,352443,350386,1437,0,1788.43,2793.77,554.979
201063,60,0,17,201063,1,350073,0,9323,0,1864.2483,2735.8435,532.18665
201065,60,0,64,201065,1,350077,0,7515,0,1863.2631,2736.009,532.18665
700574,50,0,7,700574,10,371520,0,100000149,0,1792.05,2728.25,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1795.76,2721.67,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1799.58,2715.73,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1803.42,2709.75,529.189
700574,50,0,10,700574,10,371520,0,100000149,0,1807.51,2703.38,529.189
700574,50,0,74,700574,10,371520,0,100000149,0,1930.36,2788.28,529.189
700574,50,0,64,700574,10,371520,0,100000149,0,1932.85,2780.79,529.189
700574,50,0,65,700574,10,371520,0,100000149,0,1935.12,2773.19,529.189
700574,50,0,65,700574,10,371520,0,100000149,0,1937.2,2765.9,529.189
209214,56,0,36,209214,65,393007,370325,445626,0,1842.93,2811.07,529.54
209209,57,0,98,209209,65,393010,370325,9190881,0,1836.72,2817.77,529.57
209228,57,0,83,209228,65,393009,370325,4596296,0,1892.64,2821.15,529.543
798425,3,0,38,798425,65,352624,370269,302,0,1784.76,2800.65,554.979
209204,56,0,36,209204,65,393007,370325,445626,0,1842.87,2814.85,529.565
209204,56,0,36,209204,65,393007,370325,445626,0,1839.43,2809.15,529.535
209204,56,0,36,209204,65,393007,370325,445626,0,1834.66,2810.77,529.568
799332,53,0,38,799332,65,354832,370250,402063,0,1833.74,2822.37,536.105
799410,55,0,90,799410,65,354895,370320,19004,0,1777.36,2769.88,529.189
799424,55,0,0,799424,65,354909,370345,19004,0,1803.25,2778.86,529.629
203299,3,0,104,203299,65,350176,0,302,0,1856.54,2762.82,532.187
203300,3,0,81,203300,65,350177,0,302,0,1875.14,2765.06,532.187
203297,3,0,109,203297,65,350174,0,302,0,1851.52,2756.67,532.187
203298,3,0,107,203298,65,350175,0,302,0,1853.48,2759.64,532.187
203303,3,0,94,203303,65,350180,0,302,0,1863.2,2766.21,532.187
799208,55,0,97,799208,65,354708,350410,23693,0,1860.02,2765.04,532.187
203301,3,0,86,203301,65,350178,0,302,0,1871.02,2766.19,532.187
203302,3,0,90,203302,65,350179,0,302,0,1866.73,2766.55,532.187
203296,3,0,114,203296,65,350173,0,302,0,1850.17,2753.21,532.187
799209,55,0,58,799209,65,354709,350414,20879,0,1788.92,2799.33,555.089
799850,50,0,41,799850,65,355164,370308,14839,0,1823.77,2837.44,536.105
799851,50,0,41,799851,65,355165,370309,14839,0,1828.17,2840.27,536.105
